epoch,d_loss,g_loss,val_auc,val_acc,val_f1,lr_g,lr_d
1,0.03171905223484878,0.9012879284644361,0.4987005024044066,0.5316982878297085,0.5316982878297085,0.0005,0.0001
2,0.08115124378230545,1.315952644553786,0.5011222373997333,0.4895881536325775,0.4895881536325775,0.0004997001798920647,9.994003597841297e-05
3,0.07723081974865316,0.9578642930613741,0.5424231421093038,0.5247879068332562,0.5247879068332562,0.0004995504046358277,9.991008092716556e-05
